seq,referringId,partnerOrderId,clientId,subclientId,state,partnerShipmentId,mkpPartnerId,firstName,lastName,line1,city,state,zipCode,country,partnerLineId,upc,quantity,price,currencyName
4491,449117375450,WD2S611JX,88A,D6CE,CREATED,30682175,1426,Lindsay,Reilly,9996 Goodwin River,North Nikoville,TN,59698-9612,USA,1,84212740,10,77.08,USD
4492,449257498724,WBWHNM9W0,340,2E70,CREATED,55825568,D197,Arlene,Rodriguez,29912 Macejkovic Ramp,Beahantown,WY,91082-3843,USA,1,25446106,4,18.16,USD
4493,449363247805,1C9AGF209,0DE,198A,CREATED,95506895,E987,Zackary,Fay,81802 Hilll Street,Rennerland,AR,56205-9403,USA,1,98767160,5,39.95,USD
4494,449488444340,1B9PJ6WP7,C92,05B4,CREATED,17144845,5313,Federico,Hessel,31655 Harmony Ridge,Jaydaland,WY,67331,USA,1,30433737,3,42.57,USD
4495,449561030258,KPL8C4NTX,2D3,AA5B,CREATED,74249824,BB56,Kaylie,Romaguera,979 Camden Islands,New Khalid,NE,64468-9369,USA,1,67108545,6,85.13,USD
4496,449686774198,DLAPNLU55,223,02E3,CREATED,83270563,8DC6,Adeline,Kihn,8543 Emard Ford,Aaronview,NH,92638,USA,1,28039704,2,98.56,USD
4497,449714139303,KPLGSNPM9,1BE,6821,CREATED,56236370,98C1,Myrtie,Runte,6524 Bogan Port,North Arvel,OK,84840,USA,1,80985750,9,36.97,USD
4498,449878377429,TRCEVFD27,86C,85B4,CREATED,49377358,8BC2,Audie,Cormier,400 McLaughlin Brooks,Gavintown,SD,81467-3072,USA,1,23831503,3,65.45,USD
4499,449985000609,KPLC4BDE5,D78,C634,CREATED,83506985,4E65,Otho,Trantow,813 Connie Path,Kreigertown,IL,38785-5844,USA,1,65383649,6,16.04,USD
4500,450091286488,L1CPD06R3,7E3,57AC,CREATED,13799413,7059,Ernestina,Adams,312 Connie Summit,Wizaburgh,ME,81094-2373,USA,1,52023397,8,34.79,USD
4501,450125911936,VF5YYMGWX,7A7,DA71,CREATED,97566882,5120,Claudine,Heidenreich,548 Vito Fall,West Rosanna,SD,36581,USA,1,95854728,2,66.44,USD
4502,450274424137,1C943KA70,8DA,A419,CREATED,27322219,4A08,Eliezer,Konopelski,84461 Graham Hill,Klockofort,NY,46386-7933,USA,1,41530659,2,54.97,USD
4503,450364684881,DLAASFEK8,B4E,0C12,CREATED,27749642,3B1A,Hal,Zieme,872 Yost Center,Elseberg,NV,45079-0329,USA,1,92470571,4,74.68,USD
4504,450469240910,RF5L3Y0A0,AEB,EE91,CREATED,86164459,334B,Kale,Kunde,692 Gerlach Wells,South Ottischester,MA,67530,USA,1,48202101,9,84.08,USD
4505,450513437087,WD3RDMMY6,CAA,60C3,CREATED,31385947,8CB0,Kane,Boyle,97772 Drew Trafficway,West Lily,AK,72890,USA,1,78744885,9,40.51,USD
4506,450617092442,WBSR0ANU4,1E0,AB43,CREATED,20907803,E610,Charley,Nikolaus,282 Gerard Valleys,South Wernerhaven,AZ,58804-5636,USA,1,28845231,2,98.38,USD
4507,450743831187,1C9FPBB98,A84,3B37,CREATED,31215848,B8B0,Evelyn,Wisoky,825 Jaime Burg,Jimmymouth,NC,24760,USA,1,55196555,5,22.18,USD
4508,450814572282,RF4LPHV52,910,C073,CREATED,19185266,DA17,Abagail,Stark,454 Abbott Dale,Austynmouth,VA,92725-8881,USA,1,75203097,3,94.71,USD
4509,450989910391,5FSV33ZF3,D73,8150,CREATED,15683752,2E12,Meagan,Rath,3492 Moen Circle,New Jordanshire,IN,24672,USA,1,56656631,9,85.55,USD
4510,451095194138,WBW4MT5L5,1DA,AD00,CREATED,31393026,5181,Consuelo,Schultz,48106 Virgie Garden,Jaquanstad,KY,52178,USA,1,74894796,3,20.65,USD
4511,451174108671,1A9LH28P7,91A,9387,CREATED,24439007,8C76,Hillard,Ryan,759 Hoppe Meadow,Port Collin,VA,28641,USA,1,36057887,6,60.09,USD
4512,451257800142,3R9MP8N68,B02,3784,CREATED,82858158,9705,Destini,Stark,94164 Jeanette Trail,Metzland,WI,79923-6292,USA,1,16334289,9,81.51,USD
4513,451318947809,WD2JGMME7,46C,CD89,CREATED,78635672,7C50,Dane,Ebert,984 Braden Junction,Simonisshire,ND,16309,USA,1,20333214,8,50.26,USD
4514,451476659825,1G8FFSBZ5,A2E,1005,CREATED,51937460,A56A,Joseph,Kub,24362 White Fords,West Jamieland,MN,78521-0779,USA,1,87012041,6,70.72,USD
4515,451544671100,8C97PXRG7,3E7,577D,CREATED,18962108,4BEC,Emily,Hahn,9014 Jast Vista,Rogahnberg,MO,22692,USA,1,51978213,7,28.66,USD
4516,451627996314,VF6G9RWZ4,BBA,1079,CREATED,59158708,20D9,Alena,Halvorson,456 Trantow Heights,Sammouth,AZ,44175,USA,1,85783446,5,31.91,USD
4517,451778974249,TAM2BNG64,CB9,8BB3,CREATED,41500683,AC8B,Asia,Okuneva,61144 Shanel Court,Maeveview,IL,47300-8145,USA,1,33881815,9,98.75,USD
4518,451837171022,1C91UMSJ8,D50,70ED,CREATED,13384636,880C,Gabrielle,Nader,8702 Buckridge Stravenue,North Demetriusmouth,NH,49412,USA,1,53856409,5,66.95,USD
4519,451931084789,8C9917Y14,04D,1D12,CREATED,27702843,42A0,Ellsworth,Langworth,9556 Stehr Expressway,Lake Justusville,SC,70457-9993,USA,1,91718296,2,62.08,USD
4520,452033108713,1F1R7G9F7,023,C18C,CREATED,15854650,90E3,Roberta,Hegmann,508 Jerrell Port,East Haylie,MA,75193,USA,1,12117962,4,71.38,USD
4521,452158825292,9BEHMAVX7,817,62E6,CREATED,50201618,1E7E,Annamarie,Sauer,84190 Boyle Points,Kylefurt,WY,25644-9745,USA,1,33037368,9,75.57,USD
4522,452221449421,KPHXNTT16,17D,0A19,CREATED,34592202,AA84,Alba,Homenick,7150 Eloy Hill,East Willy,CT,42114-5136,USA,1,72757768,5,13.28,USD
4523,452362053211,1C9HXY7D4,140,E76B,CREATED,60551146,46CA,Leopoldo,Daniel,165 Bruen Plaza,Hahnland,IN,58349,USA,1,87734397,6,71.28,USD
4524,452445358162,WD3TKTVM8,229,6649,CREATED,49692398,0EE6,Bobbie,Schmitt,5694 Lessie Pines,North Eloisamouth,OR,34004,USA,1,49071024,8,35.57,USD
4525,452544651487,WBTZTT564,6B8,AAC9,CREATED,91325590,2A8E,Tess,Gleason,143 McDermott Mount,Nolaview,ME,94571-0324,USA,1,70794538,10,76.17,USD
4526,452613972998,L1CCH81W8,272,9DAC,CREATED,40392420,28B4,Melisa,Rippin,729 Rico Shores,Hirthefort,MI,72145,USA,1,74668265,9,81.61,USD
4527,452753072345,XF9LCCKY6,3B0,B110,CREATED,77853264,06ED,Nathan,Bailey,59285 Vern Cove,East Cyrusfort,MO,40730-2259,USA,1,64551580,10,55.39,USD
4528,452882531268,1C9P89FF9,14E,E39B,CREATED,96961944,6891,Joyce,Simonis,1446 Monahan Ways,East Jamaltown,AK,97270,USA,1,42412526,5,95.63,USD
4529,452980444079,3A9F6JV73,94B,2130,CREATED,66242905,A933,Maurice,Reynolds,579 Candace Spurs,Port Creola,NC,63064-4058,USA,1,32529303,5,41.89,USD
4530,453040647560,VF5E0DFF6,577,CCAD,CREATED,45267545,6235,Waldo,Hansen,5378 Dicki Parkways,New Kayhaven,WI,70093,USA,1,88577137,10,37.43,USD
4531,453119464723,1G8LLDRM8,31A,0456,CREATED,91028635,3927,Keven,Gerlach,296 Jacobs Squares,Schmelerbury,MD,11947,USA,1,77405207,1,42.52,USD
4532,453279432927,SU9GY9E33,472,3923,CREATED,27304971,C675,Sean,Beatty,41364 Rosalyn Lake,Wizaland,MD,19713-0035,USA,1,13387924,4,98.19,USD
4533,453385452619,MB4XL2GF2,082,A16C,CREATED,55483987,EC78,Dewayne,Pouros,139 Gabrielle Mill,Alexandroburgh,NE,29013-5892,USA,1,38708349,7,71.68,USD
4534,453478844676,1F95B0V72,8C6,E2EC,CREATED,49689106,C9B0,Kristopher,Moore,251 Lueilwitz Isle,Lake Franco,MO,98852,USA,1,75844948,10,54.29,USD
4535,453579668471,W096ZUGW9,630,761A,CREATED,87694405,9C84,Brannon,Langosh,673 Bechtelar Cape,New Pinkie,NJ,25438,USA,1,65854281,2,52.46,USD
4536,453671549846,RFWAEUU75,5D2,291D,CREATED,13277541,B843,Yadira,Simonis,6181 Lilla Spurs,North Johnberg,TN,98214-1449,USA,1,33291170,10,84.46,USD
4537,453799072098,WD24XWWN3,315,72A1,CREATED,58234655,2466,Hollis,Anderson,106 Annamae Manor,East Rylan,NE,17920,USA,1,64840974,5,10.39,USD
4538,453862359424,WBSMJKAX6,5BE,5340,CREATED,71138587,79A1,Delia,Luettgen,476 Westley Forks,New Robbtown,OH,56350,USA,1,39579619,8,87.07,USD
4539,453954466195,SARMTJKH7,D78,06D1,CREATED,71052448,E713,Edmond,Torphy,613 Champlin Heights,North Rebeka,WA,40076-4797,USA,1,82660290,4,64.59,USD
4540,454030882694,W097WHT29,093,A790,CREATED,89935886,30A2,Marques,Hammes,583 King Crossroad,West Hayley,WI,22578,USA,1,12067820,6,97.55,USD
4541,454180936749,5FSC6D7H1,048,4E4B,CREATED,42266663,E12D,Madalyn,Simonis,46900 German Flats,Bergeside,VA,62763,USA,1,77163985,10,34.09,USD
4542,454224061323,1F866C0K5,D97,68C4,CREATED,17121345,4CD4,Miles,Lemke,47744 Dare Forges,Hermistonbury,GA,89361-3674,USA,1,38311221,6,55.32,USD
4543,454354449080,VF54J2H00,9B4,BBAB,CREATED,64530273,D28C,Teagan,Klocko,657 Schoen River,Lake Jamarcusmouth,KY,11955-3010,USA,1,33948530,8,44.11,USD
4544,454441330431,WD30ALB25,8A7,AB0C,CREATED,95521227,74EE,Yolanda,Schmidt,681 Grady Tunnel,Huelstown,SC,98258,USA,1,39564809,1,10.52,USD
4545,454594085138,15E9B48G1,9E2,B165,CREATED,39836440,19A9,Renee,Runolfsdottir,4912 Stiedemann Roads,Weberville,NE,23240-3461,USA,1,80673817,3,82.13,USD
4546,454664140300,SUA7RLC79,825,D542,CREATED,61434409,37A9,Jeanette,Kunze,3402 Mills Fork,Lake Margot,WI,22943-8836,USA,1,17598146,8,83.54,USD
4547,454732281572,WD2EF8394,583,B26E,CREATED,45270755,AE4E,Ludwig,Dibbert,45146 Justina Walk,Wiegandport,AR,36028-7491,USA,1,72955272,2,47.91,USD
4548,454823226199,SAJMMN1K8,061,611A,CREATED,69466449,7DB9,Demetrius,Huel,83244 Lincoln Inlet,Douglasmouth,AL,74925-1454,USA,1,44942797,9,26.32,USD
4549,454988696221,1F9RBZ7K9,A3A,7342,CREATED,36715975,218D,Marge,Kilback,7021 Fay Vista,Port Carmelmouth,OH,17678,USA,1,91406428,10,86.87,USD
4550,455021542103,VF47BHAX3,4B4,18AE,CREATED,63765407,134B,Aubrey,Leannon,872 Al Views,West Reese,CT,39383-6772,USA,1,59115360,4,22.92,USD
4551,455173840349,SALPMSMFX,83B,0D1A,CREATED,87054743,43A6,Lamar,Hansen,4111 Thiel Forest,Pacochatown,ND,94623,USA,1,69090596,2,25.07,USD
4552,455270672022,MB4R896F8,BA8,3E30,CREATED,68253992,94D1,Jamir,Roob,96006 Beryl Mews,Wizaview,AL,60827,USA,1,51038699,3,40.86,USD
4553,455314213086,RF37RJHB2,226,6CC2,CREATED,46682987,C684,Santiago,Hodkiewicz,29810 Champlin Hill,West Belle,MI,93939,USA,1,95638456,1,56.64,USD
4554,455467897564,SUA3V8MN4,8C1,7589,CREATED,33090822,7277,Jordane,Koss,9999 Kunde Skyway,West Treva,TX,33310-3101,USA,1,48227577,5,68.58,USD
4555,455552023607,SU9TZ2488,18E,41E3,CREATED,20070134,A576,Zora,McDermott,738 Camron Greens,North Dameonside,VT,55705-3004,USA,1,46879952,1,51.21,USD
4556,455686350631,SALB0K9W8,CB9,19D0,CREATED,59513537,C51E,June,Conroy,37936 Muller Summit,New Rocioshire,NH,20067-1017,USA,1,90111810,5,79.65,USD
4557,455722754741,SAJ829VD5,207,1D57,CREATED,90509603,EA5E,Lempi,Spinka,6197 Amparo Spring,East Arthurtown,WY,93629,USA,1,47108855,10,13.28,USD
4558,455835266545,SXMCM75A4,279,CB52,CREATED,30993083,B080,Dewayne,Stokes,970 King Highway,Keeblerburgh,KY,65411-3562,USA,1,84263347,5,28.84,USD
4559,455968330074,VF49W2LC2,9D1,1ED7,CREATED,50840571,66C4,Friedrich,Altenwerth,26553 Daniela Terrace,Port Antoneside,SC,71125-6177,USA,1,17879634,4,38.45,USD
4560,456022248009,1G8D6Z972,5ED,1112,CREATED,41309662,A356,Michelle,Fisher,1244 Annalise Ports,Koeppland,CO,76465,USA,1,36084474,1,41.28,USD
4561,456146561776,RF3A8PLV7,57B,B574,CREATED,77800062,3D7E,Alysa,Dietrich,939 Wiegand Motorway,Port Jaunita,TN,63166-9136,USA,1,30169834,8,13.88,USD
4562,456294808046,RF503ZHF7,C06,CC23,CREATED,11413123,5CD6,Lauren,Leannon,7482 Rebeka Rest,Astridport,NC,22833-4094,USA,1,15539508,5,51.26,USD
4563,456378070424,8C9LA7BLX,11D,D745,CREATED,66735966,A85D,Peyton,Hermiston,71309 Flatley Inlet,Port Cristinafort,CA,37443-2043,USA,1,59425556,6,45.57,USD
4564,456456887508,1B6UX36W6,773,E75C,CREATED,20721688,1143,Rosie,Stanton,94051 Crona Ways,West Hollistown,CO,78813,USA,1,24014599,3,76.09,USD
4565,456550013229,VF5VU0768,BBE,B262,CREATED,58961657,39CB,Dariana,Konopelski,353 Gina Knolls,Lake Lisaport,NE,52517,USA,1,10229669,4,75.84,USD
4566,456620866008,KPH267AL6,2CB,BA98,CREATED,83236356,2978,Cristal,Schmitt,55446 Piper Viaduct,Port Rowan,MD,11128,USA,1,48940217,8,24.66,USD
4567,456720153172,1F1GLHKF1,347,D013,CREATED,27616818,1B6A,Meagan,Johnson,9854 Stark Ranch,West Aurore,OK,71556-8430,USA,1,89199247,7,75.54,USD
4568,456848283962,3R9A92KP6,11A,3BD6,CREATED,59098556,7E74,Abel,Feeney,577 Maxine Unions,Nikolausbury,LA,17807,USA,1,84680956,5,78.46,USD
4569,456963144689,WBSX4TPN9,10D,CD76,CREATED,26737927,23B1,Lilly,Abshire,7827 Brady Mountain,O'Haraside,TN,79211,USA,1,37474565,10,93.04,USD
4570,457049992194,J81T3GGF4,1E5,3CED,CREATED,26575798,9181,Camille,Hayes,66758 Weber Oval,Landenhaven,ID,22683-5185,USA,1,19724116,2,28.06,USD
4571,457143463829,LLD9A0C72,B6A,9079,CREATED,90851918,3341,Eliseo,Luettgen,8816 Justine Mission,Lake Billie,TN,59605,USA,1,14176653,3,68.14,USD
4572,457298914794,LLD3M8AD9,BC9,6DD3,CREATED,78315592,40A8,Ayana,Romaguera,58303 Adalberto Wall,Lake Evelineshire,OR,70801-9659,USA,1,79374375,7,20.01,USD
4573,457353363637,XF932LWX2,839,3640,CREATED,95340902,5791,Florencio,Friesen,922 Abelardo Knoll,Cristland,NM,26057-3461,USA,1,24410326,3,98.37,USD
4574,457459100286,KPHR5X9U1,379,DED9,CREATED,98160099,7804,Rachel,White,83358 Lucile Trail,West Norbertohaven,CA,42475-8892,USA,1,42975500,4,53.94,USD
4575,457573656433,J81V2N245,A49,2BBA,CREATED,52298291,38D9,Camryn,Kreiger,1109 Ozella Throughway,East Devontown,FL,84504-1707,USA,1,11895173,2,54.75,USD
4576,457669793124,VF51M1ND2,B5C,3D02,CREATED,75680806,C19A,Skye,Johnson,83682 Tillman Vista,New Oswaldo,KS,94416,USA,1,10684504,10,78.79,USD
4577,457765374074,1B9WG5AY6,9ED,5B83,CREATED,48521482,BD85,Edwina,Altenwerth,134 Richie Stravenue,Lake Douglas,VT,58388-5941,USA,1,15686015,8,16.34,USD
4578,457864626196,5FS1E6576,99A,139E,CREATED,92323763,E9A6,Vernon,Hayes,5096 Aurelie Crest,Merrittland,ME,59336,USA,1,43031345,6,39.62,USD
4579,457991369121,VF56TBT08,24C,20A0,CREATED,20475405,B7DB,Cornell,Braun,522 Esther Land,Walkerchester,OR,29567,USA,1,12300428,2,78.72,USD
4580,458091112433,SARHNW3M9,74A,BC18,CREATED,62114588,3828,Gudrun,Cormier,5952 Margaret Rest,Weissnatchester,DE,22999-2619,USA,1,26153048,6,18.54,USD
4581,458171331775,VF5YDM5S2,58B,82B0,CREATED,40686893,2A1D,Nichole,Howe,3814 Amiya Union,Boriston,MO,50284-8320,USA,1,82297899,5,31.84,USD
4582,458289725991,WBSRVXJ56,B48,1B79,CREATED,58147344,8420,Enola,Rosenbaum,5856 Hilpert Junctions,Port Julianashire,TN,18277,USA,1,44162205,3,69.75,USD
4583,458339347560,WBWFWLY3X,260,9A41,CREATED,58772403,CC45,Dayana,Hartmann,68977 Sydni Spurs,Hellerchester,MO,38299-4676,USA,1,10663820,10,26.36,USD
4584,458454073878,1F8NUCFSX,AD2,5773,CREATED,51102293,A750,Reese,Kerluke,145 Zoe Squares,North Guillermoport,NC,50773-1963,USA,1,40175137,2,54.81,USD
4585,458570990366,1F1918EM6,641,D9E0,CREATED,48624511,D645,Heather,Kovacek,73092 Wyman Forges,Port Brookemouth,VT,46200,USA,1,61595544,6,73.82,USD
4586,458683519491,1A9ZNKZB7,C1D,D82C,CREATED,31254020,7302,Hoyt,Johnston,201 Saul Vista,Lake Rosario,MT,32434-4974,USA,1,48890627,1,32.08,USD
4587,458771819341,SARPYC6S5,38D,84C9,CREATED,52518599,4155,Pablo,Gorczany,881 Orlo Roads,North Jeffereystad,SD,38625-1555,USA,1,60826548,1,25.51,USD
4588,458811883034,VF6LFRTB9,4D1,876E,CREATED,70602551,67BD,Matilda,Hauck,1884 Daren Lodge,Zoetown,NE,62878,USA,1,99315250,8,62.65,USD
4589,458912623832,9BE8MN4F3,E7C,16DD,CREATED,16550571,1D4C,Eli,Harvey,861 Witting Lake,Lefflerberg,PA,49535,USA,1,81870312,10,25.87,USD
4590,459034786555,VF5JYHRS0,AE4,B1BE,CREATED,37513348,CB82,Kay,Murazik,8165 Loy Trace,Gutmannport,ND,92171,USA,1,61969373,1,87.37,USD
4591,459164696566,W09SP2HZ6,BE0,D3A8,CREATED,80540076,A675,Erna,Kilback,3216 Harber Village,South River,GA,82289,USA,1,65976890,1,71.08,USD
4592,459210951489,WD2N2J5S4,546,D53B,CREATED,46940021,AECE,Trace,Carter,80554 Ariane Vista,Arvillaville,WI,22444,USA,1,54909001,1,69.74,USD
4593,459315457955,SAJFV1JR7,CA4,DD20,CREATED,64526456,E145,Aiyana,Prosacco,38979 Huels Gardens,Welchshire,WV,72851-2090,USA,1,75516368,8,98.63,USD
4594,459492214085,1B9W2NKW8,0D6,1B54,CREATED,62472697,70D4,Benjamin,Daugherty,18030 Freida Lodge,Hudsonshire,OK,84300-5397,USA,1,88461886,6,76.59,USD
4595,459529586934,1A9153YY6,C9A,C761,CREATED,92611413,7962,Dimitri,Johnston,61516 Thomas Track,West Erniebury,RI,34016,USA,1,75447462,6,92.42,USD
4596,459661394771,9BE6282B5,878,D4E6,CREATED,92215344,3206,Vena,Crona,9491 Cummings Stravenue,South Alfred,VA,22122,USA,1,70427232,9,97.98,USD
4597,459726035812,TRCABGW1X,E66,5B3A,CREATED,65362302,4EDB,Andre,Schneider,7225 Collier Squares,Kossbury,RI,51603-2799,USA,1,41655617,4,96.96,USD
4598,459886053764,WBSHXKPCX,3D4,ACC2,CREATED,57745290,487B,Orion,Kutch,313 Maureen Glens,Hauckchester,WA,18058,USA,1,28355132,3,47.64,USD
4599,459925454786,SU9T7ZG92,27E,96CC,CREATED,10850767,DC63,Milford,Larson,98801 Rodrigo Shores,North Dustyshire,MA,48819-8100,USA,1,24711628,10,69.31,USD
4600,460073425151,1B6GHFJF3,26C,7693,CREATED,49862675,A8AD,Sincere,Effertz,8847 Boyer Rest,Port Bertram,IN,99257,USA,1,76766253,6,24.84,USD
4601,460147718970,DLARA0BG3,90C,9B21,CREATED,75497495,21BC,Donnie,Mills,52604 Shane Underpass,East Foster,TX,83827,USA,1,45423359,1,60.17,USD
4602,460266792924,SAR3PWHW4,D68,C2EC,CREATED,64675123,EA31,Tyler,Bartell,353 Jerad Mountain,Orlandofort,SD,42584,USA,1,76956173,10,58.63,USD
4603,460350791702,1F95SJND3,B2A,4756,CREATED,26175950,8B02,Fanny,Harber,884 Carleton Keys,West Watson,VA,32554-5065,USA,1,53485427,8,60.09,USD
4604,460428904153,1B6W5DLD5,E31,9B73,CREATED,93299929,9540,Mariane,Goyette,6167 Hermiston Circles,Hodkiewiczfurt,MO,16464,USA,1,73160147,7,82.05,USD
4605,460597685846,W097V1YH3,3D2,522C,CREATED,24126846,1395,Joshuah,Davis,555 Lorna Harbor,New Gladysshire,MA,40047,USA,1,32623616,9,43.17,USD
4606,460627571824,VF6BDWP98,4A7,1066,CREATED,77881058,C296,Nicholaus,Considine,156 Barton Causeway,Zemlakberg,MI,16733-0357,USA,1,69048121,2,34.42,USD
4607,460734494189,WBTTLHGM3,430,114A,CREATED,97956979,BBAB,Kenny,Boehm,2487 Breana View,Christiansenport,SD,48433,USA,1,46515303,5,61.58,USD
4608,460882187775,8C92W4PFX,290,0D19,CREATED,54985250,485D,Meagan,Renner,164 Linwood Ranch,Robinburgh,SD,46391-3036,USA,1,86735131,7,57.62,USD
4609,460937858005,1C98L5JE5,B92,B669,CREATED,65379529,6C70,Kelvin,Corwin,3989 Rebekah Loop,North Rosettaburgh,NM,69303-9281,USA,1,25328054,5,13.24,USD
4610,461026413096,SAJAXV1JX,1D8,61E2,CREATED,30024535,0849,Estella,Jerde,86340 Adelbert Port,Gleichnerton,KY,37336-9922,USA,1,37831724,4,67.53,USD
4611,461182093861,VF6EFKUY0,5EE,9DB4,CREATED,82112289,2B4C,Marisa,Mraz,785 Moore Keys,Naomichester,MA,85294-5079,USA,1,33815607,5,77.77,USD
4612,461223554600,3R9TW4RN6,CC8,03D1,CREATED,88224087,B7D8,Chet,Daniel,5890 Weimann Spurs,New Justina,WV,58901,USA,1,72536813,9,18.58,USD
4613,461376973378,1B9HG9D00,34D,3ADB,CREATED,87061003,EB6C,Carson,Wehner,1336 Harris Pass,Auerburgh,ND,24360,USA,1,27218270,5,63.41,USD
4614,461418754982,SUB4613H1,88D,51B2,CREATED,24249561,8987,Emelia,Johns,6412 Myrtice Turnpike,Roobchester,AZ,78784-2495,USA,1,20980905,4,49.11,USD
4615,461519060864,1G8NKDVT9,D64,1B91,CREATED,53523722,2092,Jaqueline,Frami,279 Selena Locks,Rueckerfurt,OR,53802-7984,USA,1,11735019,8,60.62,USD
4616,461644773391,5FSCE7Y96,408,0A6C,CREATED,31215841,D788,Tierra,Rosenbaum,8025 Derek Key,New Aurorehaven,IL,79284-3501,USA,1,45680181,4,16.44,USD
4617,461724421687,VF5J5ZSA1,B19,9D32,CREATED,40691574,C6BA,Tobin,Hahn,96266 Boehm Ranch,Penelopehaven,ND,95686-2387,USA,1,41287306,9,76.31,USD
4618,461894292961,WBT3WS850,EC9,A44D,CREATED,81104947,CE34,Clark,Watsica,203 Arch Canyon,West Hubertborough,WI,66767-9980,USA,1,39698782,2,44.06,USD
4619,461989014352,1F1CW0K85,093,04B2,CREATED,66843410,101A,Devan,Beier,350 Robbie Village,North Jaylonshire,KY,19352-4838,USA,1,41314372,2,31.74,USD
4620,462053610419,RF3FURYB1,60A,61B5,CREATED,82957221,1355,Esta,Weber,2352 Catharine Walk,Ondrickaberg,MT,22932,USA,1,44231160,6,98.87,USD
4621,462150049603,SXMT4VRN1,96C,5DBD,CREATED,53646292,056A,Bethel,Kiehn,978 Gunnar Freeway,South Maxine,CO,92649,USA,1,12670873,4,80.13,USD
4622,462285431429,TRCT8XSC0,C89,AD66,CREATED,84606600,105C,Bette,Toy,30619 Tillman Rue,Armstrongton,MI,27110-0608,USA,1,95351277,9,47.31,USD
4623,462384008723,8C9P37TE0,A85,5D43,CREATED,19662548,5876,Ashton,Hartmann,3363 Wunsch Route,Robelport,OR,58466-9682,USA,1,35513871,8,30.58,USD
4624,462422388971,XF9627W49,EB9,CC6C,CREATED,56906765,776B,Nona,Gerhold,422 Morissette Path,Roweland,TX,60851-4804,USA,1,53405028,4,84.91,USD
4625,462538855549,J819BURUX,411,28BE,CREATED,63994776,0BEA,Justine,Frami,7620 Crist Village,West Winstonport,VT,43440,USA,1,51370481,6,78.71,USD
4626,462691115048,GA1U6JHF3,910,591E,CREATED,89046636,A855,Emelia,Okuneva,889 Jena Run,North Geovany,WV,99411,USA,1,95755466,4,23.14,USD
4627,462714310790,KPH79SXYX,328,76AD,CREATED,73381215,B051,Unique,Roberts,726 Schroeder Plain,Wendellhaven,FL,43963-8342,USA,1,51320982,3,78.56,USD
4628,462852817784,SAREN35Y8,1BA,A69C,CREATED,17456106,E04B,Rosalia,Hudson,615 Hoeger Island,West Nealfurt,GA,19851-2959,USA,1,46680776,6,71.21,USD
4629,462963455863,4RADL7L90,862,0D31,CREATED,73006521,05BD,Tyra,Kohler,34579 Durgan Keys,Schimmeltown,AR,37793-1586,USA,1,94084884,7,42.81,USD
4630,463016707128,GA1PS40A6,CBA,36A7,CREATED,50468622,B5E0,Ramona,Cassin,37574 Rice Lock,North Timothyborough,MI,56041,USA,1,52951954,8,52.24,USD
4631,463127078060,1C9RMNF66,35A,9200,CREATED,66003545,94D4,Antonietta,Okuneva,469 Spencer Bridge,Lake Berryfurt,IN,50995-9175,USA,1,92256895,8,30.92,USD
4632,463219143357,1B6P2P5K6,D6B,48BB,CREATED,73397038,37DA,Cordelia,Ziemann,29367 Willis Via,Darioshire,IA,81501-6319,USA,1,62312557,3,57.55,USD
4633,463390475995,WBWF3JBN3,C61,38A3,CREATED,60073110,B6AC,Tre,Brown,3364 Stehr Streets,Lake Luz,KY,69343,USA,1,56428705,3,89.34,USD
4634,463470680207,SAJ90JPEX,023,2631,CREATED,76666440,DC86,Corine,Schiller,9855 Michelle Field,South Evertchester,NH,65558-7795,USA,1,92357537,8,73.83,USD
4635,463520616252,WBTUF0K23,2D4,8CB7,CREATED,93365500,8781,Clinton,Olson,69486 Kuhn Row,Noeliatown,VA,24331-7778,USA,1,93199130,8,50.15,USD
4636,463657487174,WD3R90E93,DD8,70D0,CREATED,83947350,A662,Adela,Mraz,420 Elva Streets,Franeckistad,NM,72330-5108,USA,1,66058263,1,63.52,USD
4637,463711279837,VF4JDZC31,42C,C45D,CREATED,16520754,BE64,Romaine,Goyette,4536 Brown Grove,Starkton,AZ,80182,USA,1,24652624,4,40.58,USD
4638,463850734610,RF3ZU5PN4,0BB,5608,CREATED,83496203,5B44,Tyreek,Gerlach,3127 Thomas Harbors,Wildermantown,PA,19515-0799,USA,1,62866906,3,88.22,USD
4639,463982671246,VF5CUT2H2,479,1734,CREATED,61992395,2048,Peter,Treutel,34109 Jeff Mills,East Nichole,NM,80967,USA,1,69233248,7,82.86,USD
4640,464057079535,3R90DMX11,DE1,5C1B,CREATED,31303973,66D5,Van,Stroman,538 Clark Mills,Buckridgemouth,MD,32935,USA,1,60448770,5,82.66,USD
4641,464179998377,1C97E0DA5,E83,105A,CREATED,30388334,A1D8,Marcia,Becker,23759 Yessenia Ports,Magdalenborough,NV,59486,USA,1,96463357,4,94.99,USD
4642,464294452476,1B6FE29H0,585,E444,CREATED,28333463,1606,Sigurd,Runolfsson,20301 Mariano Shores,Port Darrenland,GA,95147,USA,1,79762104,6,91.52,USD
4643,464396163555,SALBG3M24,226,B805,CREATED,59190018,8ADA,Haylee,Howe,5713 Senger Court,Stammport,AR,72123-8299,USA,1,44658709,1,62.02,USD
